Lather. Rinse. Repeat.,1374587017,2,2,140,2013-07-23 19:13:37,photo,added_photos
"Tzinga: Helping you sucker punch Monday in the face since 2011.

You're welcome.",1374486044,3,3,340,2013-07-22 15:10:44,photo,added_photos
Blast from the past.,1374328607,8,42,1298,2013-07-20 19:26:47,photo,added_photos
Thought property.,1374242810,6,1,363,2013-07-19 19:36:50,photo,added_photos
Fill it all the way to the top!,1374070099,5,12,741,2013-07-17 19:38:19,photo,added_photos
"And while you're at it, stop loving inanimate objects.",1373975704,1,2,174,2013-07-16 17:25:04,photo,added_photos
"There are no bad people, either. Just great sociopaths.",1373897759,1,34,928,2013-07-15 19:45:59,photo,added_photos
"You heard me, time!",1373753676,7,54,409,2013-07-14 03:44:36,photo,added_photos
You never know.,1373630776,14,21,890,2013-07-12 17:36:16,photo,added_photos
Are you?,1373486422,11,20,1465,2013-07-11 01:30:22,photo,added_photos
"You are beautiful, no matter what they say.",1373466343,5,6,117,2013-07-10 19:55:43,photo,added_photos
Close enough.,1373379937,4,11,432,2013-07-09 19:55:37,photo,added_photos
Mind over batter.,1373275248,1,17,270,2013-07-08 14:50:48,photo,added_photos
Choose wisely.,1373123692,3,13,307,2013-07-06 20:44:52,photo,added_photos
"We are anonymous.

We are alien.",1372935626,12,79,711,2013-07-04 16:30:26,photo,added_photos
You can be anything you want.,1372861868,9,37,716,2013-07-03 20:01:08,photo,added_photos
In honour of World UFO Day...,1372774717,5,8,249,2013-07-02 19:48:37,photo,added_photos
Admit: One.,1372707269,3,19,489,2013-07-02 01:04:29,photo,added_photos
Stop Monday abuse!,1372645147,4,77,691,2013-07-01 07:49:07,photo,added_photos
"Also, if you're living in a glasshouse, you're probably a plant.",1372414488,3,5,98,2013-06-28 15:44:48,photo,added_photos
"It's not like you have to be something out of the ordinary to appreciate a Tzinga. 

But if you happen to be an all-powerful interdimensional hellbeast and you like Tzinga, we're not judging.",1372241529,6,5,414,2013-06-26 15:42:09,photo,added_photos
"Brace yourselves, aliens are coming.",1372062487,5,4,273,2013-06-24 13:58:07,photo,added_photos
"So, what have you been downloading? :P",1371849617,24,15,566,2013-06-22 02:50:17,photo,added_photos
Life is short.,1371733737,2,42,359,2013-06-20 18:38:57,photo,added_photos
Hey Monday!,1371464427,12,17,444,2013-06-17 15:50:27,photo,added_photos
"The truth is out there. Waiting. In the rains. Shivering.

Someone give truth a blanket.",1371307934,6,20,642,2013-06-15 20:22:14,photo,added_photos
Waterworld.,1371219366,4,5,363,2013-06-14 19:46:06,photo,added_photos
Because nights are forever.,1370984921,3,3,297,2013-06-12 02:38:41,photo,added_photos
"An important public service announcement from Tzinga:

Tomorrow is International Internet Cat Appreciation Day. It is an actual day that was not made up by us. It totally exists. And if it doesn't, it should. 
Much has been said about the utter lack of cats on the Internet. It's almost as if the internet doesn't want felinekind to be represented in all its pawsome glory. Absolutely no people post pictures of their cat on the internet. As if they're ashamed to own one. According to our data, exactly three people have posted pictures of cats since 1999. And two of them are those awful ASCII drawings with roses around them. If this doesn't break your heart, this incident surely will. A Youtube user named 'pu$$yl0v3rrr69' (Real name withheld to protect identity. Also we really don't know. But his birth year seems to be the year 1969) was recently banned for uploading a video of what could've only been an innocent pussycat licking its paws.

Due to this media blackout, millions of people around the world have actually forgotten what a cat looks like. 
""Does it look like a week old banana?"", a popular Bollywood actor was quoted saying.

No they don't, popular Bollywood actor. No they don't. Over the years many cats have stood up to this injustice and gross undervaluation. But since cats can stand up for like three seconds before falling and gravely injuring themselves, all of their efforts so far have been in vain. So let's take a moment off our busy, productive lives and salute our brave cats overseas. 

Let us salute Cheezburger Cat who valiantly fought against discrimination to muster up the courage to ask for a Cheeseburger in broad daylight. Or grumpy cat for being the calm face of reason through these trying times. Or Yanni, for playing the keyboards well into the 90s when we all know that keyboards were outlawed by The Honourable World President Kumar Gaurav in 1978.
Let's step out of the dark ages and embrace cats like they belonged all along!

So what if they look like month old bananas.",1370883694,2,14,606,2013-06-10 22:31:34,photo,added_photos
"So.

What's YOUR reason to stay up at night?",1370818873,19,19,399,2013-06-10 04:31:13,photo,added_photos
ɐbuızʇɐʞuıɥʇ#,1370622962,8,23,730,2013-06-07 22:06:02,photo,added_photos
The 'T' is silent.,1370555316,18,40,757,2013-06-07 03:18:36,photo,added_photos
"The night summarizes the day. Ties your thoughts seamlessly. Creates a tapestry of ideas from fragments.

If the day is 'what'.
And the night is 'why'.

Then Tzinga is 'how'.",1370380177,3,11,87,2013-06-05 02:39:37,photo,added_photos
Because Tzinga's the energy drink you deserve and also the one you need right now.,1370279991,18,22,1767,2013-06-03 22:49:51,photo,added_photos
"What is the latest you've stayed up at night? 

And if you have, then what was it for?",1370174001,11,4,133,2013-06-02 17:23:21,photo,added_photos
"This spelling-bee weekend, a #ThinkaTzinga about counting.

Because we care.",1370009800,2,11,121,2013-05-31 19:46:40,photo,added_photos
"The Hangover sequels are like actual hangovers.

Quite novel the first time around but eventually you realize it's mostly puke.",1369930102,3,0,106,2013-05-30 21:38:22,status,mobile_status_update
Guilty AND charged!,1369783058,23,24,1580,2013-05-29 04:47:38,photo,added_photos
"Any predictions for tonight's IPL finals?

(As in which team will have more players going to jail?)",1369582835,14,1,101,2013-05-26 21:10:35,status,mobile_status_update
"Predictions for tonight's Champions League finals?

(We are not bookies, we promise.)",1369490580,7,1,100,2013-05-25 19:33:00,status,mobile_status_update
"The night.

We're told to sleep through it. And work at daytime. You know, when you're at your most productive. 

But are you?

Daytime is full of distractions. It is hot and unforgiving. Night has no such qualms. Everything you do during the day, you undo at night.

At night, you are truly yourself. All your desires, cravings and ideas, come to the fore.

Once you truly embrace the night, you're no longer afraid. Shadows become companions. Whispers become music. 

It is the day we must truly fear, for it is the day when no one is real. When we all wear masks. When we all cloak the world from ourselves. When the world cloaks the truth from us.

Go beyond the brink of think. Become the night.",1369085884,8,12,73,2013-05-21 03:08:04,status,mobile_status_update
"Ah, young love!

Every once in a while Tzinga likes to play cupid.

Not many know this but our Facebook page is actually a front for a matrimonial site.",1368791012,1,0,52,2013-05-17 17:13:32,photo,added_photos
"The moment of reckoning hath arriveth. The winners of the Star Trek Contest are:

Lieutenant Kaushik Joshi.
Science Officer Anubhav Dasgupta.
Ensign Subhash Dawda
Admiral Aditya Visweswaran Iyer.

Step up and claim your reward!",1368785163,5,2,59,2013-05-17 15:36:03,photo,added_photos
"The Enterprise crew had too much Tzinga to drink.

Name the three characters and their designations.

Bonus Trekkie Question: Judging strictly by the colour of their shirts, who's more likely to die?",1368700692,6,2,55,2013-05-16 16:08:12,photo,added_photos
"#TzingaDrinkas!

The Star Trek Contest will be running till Friday evening. So spread the word, m'kay?",1368622015,1,0,28,2013-05-15 18:16:55,status,mobile_status_update
"#TzingaDrinkas!

The Tzinga Star Trek Into Darkness TV spot is here! 

Check it!

http://www.youtube.com/watch?v=uftoc8WPnkc&feature=youtu.be",1368619922,1,6,40,2013-05-15 17:42:02,video,shared_story
"Attention #TzingaDrinkas!

#1. Answer all the questions in the comments.

#2. Share this post to increase your chances of winning.

#3. Profit.

Four winners will be declared by Friday evening. 

Pro-tip: Creativity counts. So drink a Tzinga right before you write your answers.",1368610327,58,52,2018,2013-05-15 15:02:07,photo,added_photos
"By show of likes, how many of you want to watch Star Trek Into Darkness in theatres this weekend?",1368524145,4,2,290,2013-05-14 15:05:45,status,mobile_status_update
I think opening a Facebook account should come with an entrance exam.,1368439986,7,3,280,2013-05-13 15:43:06,status,mobile_status_update
"This is our wall right now. 

I think someone needs to do something about solving India's hunger crisis.",1368437192,8,0,39,2013-05-13 14:56:32,photo,added_photos
"When you spam Tzinga, Tzinga spams you back.

Based on a true story.",1368289183,10,34,265,2013-05-11 21:49:43,photo,added_photos
Like this post if you have full grown grandchildren who also can't read or write.,1368285085,7,1,94,2013-05-11 20:41:25,status,mobile_status_update
"Quick demographic survey:

By show of likes, tell me how many of you have been friendzoned by an inanimate object?",1368282014,9,0,42,2013-05-11 19:50:14,status,mobile_status_update
"By show of likes, tell me how many of you are completely and utterly illiterate here?",1368280937,3,0,61,2013-05-11 19:32:17,status,mobile_status_update
I could say anything on this page and someone will find a reason to like it.,1368280682,7,0,83,2013-05-11 19:28:02,status,mobile_status_update
Quick question: Why is everyone posting food names on our wall?,1368279785,5,0,63,2013-05-11 19:13:05,status,mobile_status_update
"Wise words, Morpheus.",1368189920,3,12,147,2013-05-10 18:15:20,photo,added_photos
Ever wondered how owls stay up at night?,1368184062,1,2,94,2013-05-10 16:37:42,photo,added_photos
A plea to all bands. The neglect needs to stop NOW.,1368101496,1,1,76,2013-05-09 17:41:36,photo,added_photos
"Energy to boldly go where no man has gone before.
Energy to live long and prosper.
Energy to ace the Kobayashi Maru.
Energy to make endless Star Trek references.

Tzinga, the official energy partner of Star Trek Into Darkness. In theaters May 10! 

Also, Benedict Cumberbatch FTW!",1367933243,26,52,2170,2013-05-07 18:57:23,photo,added_photos
"Butt cleavage is a serious menace. Every year, millions of innocent bystanders are traumatized by people bending down to tie their shoelaces or picking up a wayward two rupee coin.

Share this, so we can fight this evil together.",1367927142,0,6,57,2013-05-07 17:15:42,photo,added_photos
WILL THE LIES EVER STOP??!!!,1367854771,4,5,79,2013-05-06 21:09:31,photo,added_photos
Could've been worse. Could've been Chelsea.,1367674218,0,0,70,2013-05-04 19:00:18,photo,added_photos
Food is an important metaphor for time.,1367667612,0,2,83,2013-05-04 17:10:12,photo,added_photos
Unrelated: Justin Bieber gathers no facial hair.,1367505362,2,0,64,2013-05-02 20:06:02,photo,added_photos
#ThinkaTzinga of the day.,1367415574,0,3,59,2013-05-01 19:09:34,photo,added_photos
And the folks at Why PL are at it again.,1367323349,12,4,875,2013-04-30 17:32:29,photo,shared_story
Smile like you mean it.,1367315124,1,2,166,2013-04-30 15:15:24,photo,added_photos
Moral of the story: Don't.,1366874736,20,27,1173,2013-04-25 12:55:36,photo,added_photos
"BIRTHDAYS ARE FOREVER! Not really, but still.",1366802303,11,14,330,2013-04-24 16:48:23,photo,added_photos
"Ancient video-game saying.

Bonus points: Spot the typo in the picture.",1366664302,11,4,306,2013-04-23 02:28:22,photo,added_photos
DO NOT BELIEVE THE LIES!,1366627834,11,15,218,2013-04-22 16:20:34,photo,added_photos
Minimalist IPL poster. But *maybe* not the most subtle one out there.,1366378846,6,1,718,2013-04-19 19:10:46,photo,shared_story
WTF!,1366305192,2,2,115,2013-04-18 22:43:12,photo,shared_story
Something to think about the next time you see a Rolls Royce...,1366268556,4,0,64,2013-04-18 12:32:36,photo,added_photos
Undeniable wisdom.,1366193530,2,5,92,2013-04-17 15:42:10,photo,added_photos
This way you ensure that life gives you better gifts.,1366122098,4,2,53,2013-04-16 19:51:38,photo,added_photos
"True story, bros.",1366006529,0,0,46,2013-04-15 11:45:29,photo,shared_story
"Makes you wonder. What did Sreesanth do to them? 

And if so, is WhyPL secretly Harbhajan Singh?",1365871104,0,0,70,2013-04-13 22:08:24,photo,shared_story
T20 cricket: Love it or hate it?,1365532863,19,0,184,2013-04-10 00:11:03,status,mobile_status_update
"Tzinga Wake-Up Call of the Day. 

Back to the 90s!

http://www.youtube.com/watch?v=kS-zK1S5Dws",1365310265,2,0,25,2013-04-07 10:21:05,video,shared_story
How does the night inspire you?,1365284825,19,0,61,2013-04-07 03:17:05,status,mobile_status_update
"From today onward, we start our very own Tzinga 'Wake-Up Calls' with songs that will make your mornings (and nights) less dreary (just like Tzinga but in an audio format).

Starting with the club favourite, Pumped Up Kicks by Foster The People:

http://www.youtube.com/watch?v=SDTZ7iX4vTQ",1365230623,0,0,25,2013-04-06 12:13:43,video,shared_story
What is your favourite song to 'wake up' to?,1365190004,50,1,75,2013-04-06 00:56:44,status,mobile_status_update
"Good night everyone.

Of course if you just had a Tzinga, then GOOD MORNING EVERYONE!",1365014854,17,0,90,2013-04-04 00:17:34,status,mobile_status_update
"energy to kick ass, at will!",1364541354,2,2,77,2013-03-29 12:45:54,photo,added_photos
"energy, to take her out for a spin..",1364491909,1,0,107,2013-03-28 23:01:49,photo,added_photos
12:44 am and all's well,1364238951,7,1,59,2013-03-26 00:45:51,photo,added_photos
"BREAKING NEWS: my (hitherto) useless department of study of consumer accents finally comes up with a ""breakthrough""",1363942446,1,2,64,2013-03-22 14:24:06,photo,added_photos
"energy, to have the biggest stack of the night...",1363459573,119,49,6001,2013-03-17 00:16:13,photo,added_photos
"energy, to 'sort' stuff out...",1363349455,3,2,103,2013-03-15 17:40:55,photo,added_photos
"energy, to get all set for the barca game tonight",1363114479,2,2,70,2013-03-13 00:24:39,photo,added_photos
i'm going in.,1362943001,4,2,122,2013-03-11 00:46:41,photo,added_photos
of you and me... (and those two remarkably odd fellas in the front row),1362827262,6,1,94,2013-03-09 16:37:42,photo,added_photos
"energy, to be ahead of the times",1362490681,11,18,544,2013-03-05 19:08:01,photo,added_photos
"that last night before the deadline, 
quite like that six,
needed off the last ball, a big match- 
a dramatic mix.
swing, swing hard... of course, 
after the energy fix",1362420926,0,6,419,2013-03-04 23:45:26,photo,added_photos
"its that time of the year again- best wishes to all you who are writing (or, are about to write) exams
~may the energy be with you",1362125742,38,62,1483,2013-03-01 13:45:42,photo,added_photos
the united colours of energy,1361990059,2,4,308,2013-02-28 00:04:19,photo,added_photos
"in case you are wondering why those ""happiness"" cola guys look so glum ""now""- our new tv ad is on air
~like (ferociously) and share (mercilessly)",1361532428,479,582,21441,2013-02-22 16:57:08,link,shared_story
"so, are we all set for the night?",1361471154,16,16,247,2013-02-21 23:55:54,photo,added_photos
"energy (drink), right up there...",1361295701,3,3,199,2013-02-19 23:11:41,photo,added_photos
"thunderbolt and lightning,
queens found frightening.
and drinking tzinga keeps you up, 
that's a fact so i can say it without having to rhyme.
(not sure about the queens being frightened- are you?)",1361213401,6,18,542,2013-02-19 00:20:01,photo,added_photos
"energy, to make the night count",1361042208,26,44,685,2013-02-17 00:46:48,photo,added_photos
"energy, for late night surrealists...",1360953592,3,6,420,2013-02-16 00:09:52,photo,added_photos
its a good thing that this man u v real madrid game is tonight else i would have to <shudder> think up marketing ideas for valentines day,1360783299,27,0,801,2013-02-14 00:51:39,status,mobile_status_update
"energy, for the midnight 'trip'",1360692184,28,23,592,2013-02-12 23:33:04,photo,added_photos
how much tzinga would a woodchucker would chug for a woodchucker to chuck wood?,1360570241,13,2,506,2013-02-11 13:40:41,photo,added_photos
"energy, to clean out your closet",1360343555,12,0,431,2013-02-08 22:42:35,photo,added_photos
"have you seen my energy halo?
now do not be shy... bolo, bolo",1360175111,14,11,459,2013-02-06 23:55:11,photo,added_photos
"weird scribbling, or high art... maybe.
either way, there's (definitely) energy.",1360059425,9,6,490,2013-02-05 15:47:05,photo,added_photos
"we had the energy, and so... we went boldly forth",1359820116,6,11,393,2013-02-02 21:18:36,photo,added_photos
"fellas, here is the totally-shameless-get-tzinga-placed-in-your-canteen-and-get-awesome-benetton-shirt-and-other-stuff-in-return plan...you get the idea, right?
(interested good people with a canteen/ cafetaria handy- message me here or mail in at tzinga@hectorbeverages.com)",1359553115,3,4,67,2013-01-30 19:08:35,photo,added_photos
"take my word for it if you need to, there are lots of people here",1359369031,0,2,90,2013-01-28 16:00:31,photo,added_photos
"energy, to fight the good fight...",1359111751,3,6,199,2013-01-25 16:32:31,photo,added_photos
"standing guard
can be hard
but not so tough to do
if the energy is with you",1358968167,0,14,135,2013-01-24 00:39:27,photo,added_photos
"energy, to break on through... to the other side",1358790675,2,2,110,2013-01-21 23:21:15,photo,added_photos
"horses rock, no?",1358355848,2,2,122,2013-01-16 22:34:08,photo,added_photos
"energy, not wings...",1358254057,1,5,163,2013-01-15 18:17:37,photo,added_photos
that's no place to put up a wall. no.,1358185277,3,2,174,2013-01-14 23:11:17,photo,added_photos
"bring it on, for i have the energy...",1358067576,1,1,159,2013-01-13 14:29:36,photo,added_photos
"so, you called the cavalry, and the cavalry called me",1357978429,4,15,434,2013-01-12 13:43:49,photo,added_photos
"energy, for the midnight raid",1357932405,2,1,237,2013-01-12 00:56:45,photo,added_photos
"here's to the winter night,
and indeed to morning's first light...",1357845118,8,13,481,2013-01-11 00:41:58,photo,added_photos
"energy to object, and strongly at that...",1357738990,21,16,896,2013-01-09 19:13:10,photo,added_photos
"look alive man, look alive...",1357665668,17,21,618,2013-01-08 22:51:08,photo,added_photos
"energy, to be good to thy neighbor",1357542688,21,18,784,2013-01-07 12:41:28,photo,added_photos
energy to make the night count...,1357484813,20,26,897,2013-01-06 20:36:53,photo,added_photos
wah! the energywallah is here...,1357298892,73,51,2718,2013-01-04 16:58:12,photo,added_photos
"of course, there's always a way out...",1357153970,37,57,2082,2013-01-03 00:42:50,photo,added_photos
"energy, to strike the poignant pose...",1357121738,21,15,780,2013-01-02 15:45:38,photo,added_photos
"no officer, your breathalyzer wouldn't mind mind this drink...
(in fact, quite the opposite)",1357062890,4,17,757,2013-01-01 23:24:50,photo,added_photos
"finally, a new year wish that does NOT include the words ""happy and prosperous""
~have a good one fellas",1357032227,13,6,697,2013-01-01 14:53:47,photo,added_photos
... for what's a break if it doesn't energize?,1356958009,28,27,812,2012-12-31 18:16:49,photo,added_photos
"they may shut down the metro stations
and erect a thousand roadblocks, 
but you can get there...
if you really want to",1356796444,40,33,1912,2012-12-29 21:24:04,photo,added_photos
"someone asked, ""what's up?"" and it seemed like an absolutely fair question...",1356721125,17,18,795,2012-12-29 00:28:45,photo,added_photos
"energy, to make the best of it",1356691969,8,25,312,2012-12-28 16:22:49,photo,added_photos
"energy, for the spartans",1356507946,14,24,313,2012-12-26 13:15:46,photo,added_photos
"of all the gin-joints in all the towns of the world... well, am sure she will walk in here. tonight.",1356458737,1,1,115,2012-12-25 23:35:37,photo,added_photos
"energy, to not move on...",1356344044,1,5,88,2012-12-24 15:44:04,photo,added_photos
"energy, to dance without a care this sunday",1356246831,2,2,154,2012-12-23 12:43:51,photo,added_photos
"so, my 'subziwalla' has expanded his range...",1356181423,19,26,524,2012-12-22 18:33:43,photo,added_photos
"energy, when you just have to get out of there",1356116637,20,19,849,2012-12-22 00:33:57,photo,added_photos
"energy, to pick the best parking spots...",1355941127,26,12,1185,2012-12-19 23:48:47,photo,added_photos
"energy, to watch the watchmen..",1355855582,22,25,629,2012-12-19 00:03:02,photo,added_photos
"energy, to make the night count...",1355769563,18,19,633,2012-12-18 00:09:23,photo,added_photos
"energy, for the rather odd sunday....
(has it been odd for you too?)",1355655754,20,36,998,2012-12-16 16:32:34,photo,added_photos
energizing the everyday...,1355560732,11,2,402,2012-12-15 14:08:52,photo,added_photos
