"China has issued new guidelines for Chinese tourists abroad to try to improve their notoriously bad reputation. http://on.wsj.com/GCl6iN

The 64-page animated handbook includes rules such as:

Don’t pick your nose in public.
Don’t sneeze in front of others.
Don’t leave footprints on the toilet.

What etiquette rules do you follow when traveling?",1380878530,360,1332,2569,2013-10-04 14:52:10,status,mobile_status_update
"Twitter has officially filed paperwork for an IPO. The filing says Twitter will seek to raise up to $1 billion. Its ticker symbol will be TWTR. Follow our live updates and analysis: http://on.wsj.com/18BuI6C

Would you invest in Twitter?

Photo: AFP/Getty Images",1380835299,65,252,841,2013-10-04 02:51:39,photo,added_photos
"A genomics company in California has been awarded a broad U.S. patent for a technique that could create ""designer babies."" http://on.wsj.com/16IX15I

That means parents could select genes to boost the chances of a child having certain physical traits like a particular eye or hair color.

Would you use this technique?",1380833426,296,1073,1007,2013-10-04 02:20:26,photo,added_photos
"Update: Police ended the lockdown on the U.S. Capitol after reports of gunshots being fired outside the building. An official said the incident involved a car chase. http://on.wsj.com/1g7V307

Photo: People run for cover as police converge on Capitol Hill. (Credit: AFP/Getty)",1380826490,134,540,943,2013-10-04 00:24:50,photo,added_photos
"Most airlines say they never use 13 and 911 for flight numbers. And tradition holds that the flight numbers of crashed planes are never used again. Meanwhile, flights to Las Vegas are more likely to include the number ""7.""

What do you think of superstitions based on numbers?",1380818885,116,112,708,2013-10-03 22:18:05,link,shared_story
The U.S. is on pace to overtake Russia as the world's largest producer of oil and natural gas. How countries compare: http://on.wsj.com/1btEYm1,1380811698,78,719,1341,2013-10-03 20:18:18,photo,added_photos
"Facebook is planning to build a 394-unit housing community near its corporate campus: http://on.wsj.com/1fLq4cz

Amenities for residents will include a cafe, a convenience store, a sports pub, a pet spa with doggy day care, and a resort-inspired pool, spa and cabana area, among other things.

Would you choose to live in corporate housing?

Credit: Renderings of Facebook's planned Anton Menlo Community housing.",1380805961,300,585,2017,2013-10-03 18:42:41,photo,added_photos
Obama and congressional leaders emerged from a meeting with no evidence of progress toward resolving their impasse over health care and government spending. http://on.wsj.com/1f2cAYE,1380801973,25,101,298,2013-10-03 17:36:13,photo,added_photos
"In an age of ""binge-viewing,"" TV theme songs are becoming more important for the success of a show. http://on.wsj.com/16ikcBy

A familiar song can provide an anchor for a series and preserve the sense of ritual attached to following it.

What's your favorite TV theme song? 

Photo: 20th Century Fox/Everett Collection",1380750296,308,117,818,2013-10-03 03:14:56,photo,added_photos
"Giant explosive volcanoes blasted primordial Mars, spewing ash across half the planet and possibly changing its climate, researchers said. http://on.wsj.com/19ZzbPv

Photo: This composite satellite image shows a 3-D view of Eden Patera, an ancient supervolcano on Mars. (ESA/Mars Express/Freie Universitat Berlin)",1380742177,27,233,704,2013-10-03 00:59:37,photo,added_photos
"Many companies make the mistake of listing too many requirements in their job ads, deterring qualified candidates from applying.

Would you apply for a job if you didn't meet every single requirement?",1380733681,196,194,1004,2013-10-02 22:38:01,link,shared_story
"""It's kind of a Xanax in a can."" Skip the Red Bull. People are turning to relaxation drinks to unwind: http://on.wsj.com/1g3OITk

Would you try one of these beverages to relax?

Illustration: Serge Bloch",1380730170,109,346,595,2013-10-02 21:39:30,photo,added_photos
"Two hundred patients, including 30 children, are going to be turned away from the NIH's Clinical Center due to the government shutdown: http://on.wsj.com/1bvdzwl

Are you affected by the shutdown? Share your stories. We’ll use some of your replies in our ongoing coverage of the budget battle. http://on.wsj.com/19SYykV",1380726015,132,212,424,2013-10-02 20:30:15,status,mobile_status_update
"5 things Millennials should discuss before they get married: http://on.wsj.com/GzIEVu

1. Student loans
2. Making a budget
3. Planning for children
4. Combining finances
5. Retirement

What other issues are important to discuss before getting married?",1380721028,553,1170,3123,2013-10-02 19:07:08,status,mobile_status_update
"KFC spent two years developing the KFC Go Cup, a plastic container that holds bite-size chicken and potato wedges.  http://on.wsj.com/1dW1G3z

KFC believes the cup fits 83% of U.S. cars' cup holders.

What foods are you most likely to eat on the go?",1380716212,317,302,1087,2013-10-02 17:46:52,photo,added_photos
"The government shutdown doesn't show signs of ending quickly, as House Republicans today came up with a plan to fund the government piece by piece. http://on.wsj.com/16VSvu3

House Republicans are expected to bring up three bills later Tuesday to restore funding for veterans' services, national parks and D.C. Schools through Dec. 15.

What do you think of the plan?",1380666509,314,196,755,2013-10-02 03:58:29,status,mobile_status_update
"The new online insurance marketplaces opened today. However, technical glitches have prevented many from enrolling. http://on.wsj.com/1hiXqek

One reason for the delays and technical problems was a flood of interest, officials said.",1380661009,71,92,443,2013-10-02 02:26:49,status,mobile_status_update
"Countries that treat workers the best, according to the World Economic Forum: http://on.wsj.com/18pOd1T

1. Switzerland
2. Finland
3. Singapore
4. Netherlands
5. Sweden
6. Germany
7. Norway
8. United Kingdom
9. Denmark
10. Canada",1380655598,785,5173,8256,2013-10-02 00:56:38,status,mobile_status_update
"People struggling to pay student loans who file for bankruptcy often end up owing even more at the end of the process. http://on.wsj.com/15J1kbj

Under the bankruptcy code, consumers can almost never get rid of student loans—unlike credit-card, medical and many other types of debt. What do you think of this rule?",1380651955,111,311,491,2013-10-01 23:55:55,photo,added_photos
"Studies show hospital staff, on average, comply with hand-washing protocols only about 50% of the time. http://on.wsj.com/1aIfi0i

Hospitals are encouraging patients to ask their doctor or nurse to wash their hands. 

Credit: CDC",1380647938,71,885,1193,2013-10-01 22:48:58,photo,added_photos
"Entering into intimate relationships too early can leave teens ill-prepared to handle typical problems couples face and without the support of peers at the same stage of romantic development, researchers said.",1380641374,186,560,1255,2013-10-01 20:59:34,link,shared_story
"The U.S. government's shutdown will send more than 800,000 federal workers home without pay and close national parks. Get the latest news and updates here: 
http://on.wsj.com/YPPFX0

Are you affected by the shutdown? We’ll use some of your replies in our ongoing coverage of the budget battle. http://on.wsj.com/19SYykV

What would you like to see Congress do to resolve this budget battle?

Credit: Jason Reed/Reuters",1380636805,180,416,840,2013-10-01 19:43:25,photo,added_photos
"In a surprise discovery, doctors have found that a heart pump that is used to help keep patients alive until a transplant can happen may actually help the heart heal itself: http://on.wsj.com/1fFtugO",1380630284,71,1607,2941,2013-10-01 17:54:44,photo,added_photos
"Ever wondered what it cost to make an iPhone? Here's a breakdown: http://on.wsj.com/GzvUxO

Is it more/less than what you thought?",1380619801,204,1790,2550,2013-10-01 15:00:01,photo,added_photos
"The White House has directed federal agencies to implement shutdown plans as Congress failed to resolve a standoff over spending and the health-care law. http://on.wsj.com/GzvuYn

Here’s what to expect: http://on.wsj.com/1aGtk2B

What do you think about the shut down? Follow coverage here: http://on.wsj.com/1bYX3Yv",1380603552,252,629,908,2013-10-01 10:29:12,status,mobile_status_update
"E. coli can (A) make you very sick, or (B) provide gasoline for your car. 

Korean scientists say B. Here’s how it works: http://on.wsj.com/18HLKAE

Though bacteria-powered cars are still far off, what do you think about the findings?

Credit: Korea Advanced Institute of Science and Technology",1380590083,54,493,1049,2013-10-01 06:44:43,photo,added_photos
"New research shows that New York City cockroaches tend to stay in the neighborhoods they grew up in and segregate themselves. http://on.wsj.com/15ENCeP

The cockroaches' ancestors likely came to America as stowaways, the study finds.",1380580450,169,575,1000,2013-10-01 04:04:10,status,mobile_status_update
"The looming government shutdown would prompt federal agencies to suspend many activities and furlough at least 825,000 of the U.S. government's workers.

Do you think a government shutdown can be averted? Who is to blame?",1380575031,208,75,350,2013-10-01 02:33:51,link,shared_story
"Most valuable brands, according to an annual ranking by Interbrand: http://on.wsj.com/19QTkpE

1. Apple
2. Google
3. Coca-Cola
4. IBM
5. Microsoft
6. GE
7. McDonald's
8. Samsung
9. Intel
10. Toyota",1380567526,354,2272,5531,2013-10-01 00:28:46,status,mobile_status_update
"On average, young Americans are now 30 years old when they first earn $42,000 -- a marker of financial independence -- up from 26 years old in 1980. http://on.wsj.com/18l0moI

Pictured: James Roy, 26, is now working at a coffee shop to pay off $14,000 in student loans for two years of college. (Credit: Caroline Porter/The Wall Street Journal)

What tips do you have on how millennials can succeed?",1380562587,320,789,1201,2013-09-30 23:06:27,photo,added_photos
"Before deciding to fund a startup, more investors are taking social media into consideration: http://on.wsj.com/19c9rDe",1380559110,24,417,650,2013-09-30 22:08:30,photo,added_photos
"In a bid to compete with Twitter TV ratings, Facebook will start sending weekly data reports to ABC, NBC, Fox and CBS: http://on.wsj.com/18FYequ

The reports will show how many Facebook likes, comments, or shares a TV episode has gotten and how many members participated in the action.

What social network do you use to chat about your favorite TV show? Why?",1380556558,56,92,417,2013-09-30 21:25:58,status,mobile_status_update
"What's next for stocks? Find out in a live video chat with WSJ reporters and analysts at 12 p.m. ET: http://bit.ly/1fCTSIg

Make your own predictions about the S&P 500 with the WSJ stocks game: http://on.wsj.com/19iWd1v",1380554355,19,51,226,2013-09-30 20:49:15,photo,added_photos
You don't have to be an entrepreneur to have a great idea for a business. And you don't need to start a business to profit from a great idea. Some tips for both: http://on.wsj.com/1eU4P71,1380550942,73,1455,1845,2013-09-30 19:52:22,photo,added_photos
"Internet spying by the NSA has led some countries, including Germany, to see a business opportunity - keeping data safe from prying eyes: http://on.wsj.com/1dRPeSh

""Countries are competing to be the Cayman Islands of data privacy,"" says one senior analyst.

Would you store your data in an off-shore account?",1380542257,79,854,1305,2013-09-30 17:27:37,photo,added_photos
"China is having a tough time producing world-class innovations. http://on.wsj.com/1fVsToU

Heavy spending on research and development has tried to boost new ideas, but will it work?",1380533400,129,1078,1381,2013-09-30 15:00:00,photo,added_photos
"A five-story building in Mumbai collapsed Friday killing 61 people. A shop owner remains in custody. http://on.wsj.com/16CM99u
 
This is the latest in a series of deadly building collapses in India, which are often blamed on builders using poor-quality materials or failing to get the necessary licenses.

Photo: A survivor rescued from the building. (European Pressphoto Agency)",1380524500,45,162,466,2013-09-30 12:31:40,photo,added_photos
"China will test a looser grip on its economy with the opening of a free-trade zone, which will allow wholly foreign-owned banks to open there for the first time. http://on.wsj.com/1bl8gTz

Do you think the zone—a laboratory for remaking the country's financial sector—will be a game changer or a disappointment? http://on.wsj.com/1aDnvCW

Credit: Reuters",1380513788,72,274,814,2013-09-30 09:33:08,photo,added_photos
"High-design hotels combine stunning architecture with beautiful natural surroundings: http://on.wsj.com/16V5ugq

On shores of Lake Taihu in eastern China, two 27-story towers form the Sheraton Huzhou Hot Spring Resort. It has 321 rooms, an indoor pool, and a lobby lounge where Swarovski crystal garlands are suspended above a 28-ton hunk of jade. 

What's your ideal design for a luxury hotel?

Credit: Starwood Hotels & Resorts Worldwide, Inc.",1380455989,148,1523,5421,2013-09-29 17:29:49,photo,added_photos
"Colorado State University is raising money to build a $246 million, 40,000-seat football stadium, in hopes that a winning football team will attract higher-paying, out-of-state students. Critics think the project is a boondoggle. http://on.wsj.com/163jkR4

How should colleges improve their stadiums?",1380386226,121,173,538,2013-09-28 22:07:06,photo,added_photos
"A recent U.N. report on global warming predicts a worst case scenario of a 4.8 degrees Celsius, or 8.6 degrees Fahrenheit increase in temperature toward the end of the century. http://on.wsj.com/179kHgY

It also suggests that the current carbon-dioxide concentration in the earth's atmosphere is 40% above preindustrial levels.",1380318561,175,246,569,2013-09-28 03:19:21,status,mobile_status_update
"A New Jersey judge has ruled that the state must allow same-sex couples to marry. http://on.wsj.com/1aw7gHT

The judge said that now the federal government recognizes gay marriages, not doing so in New Jersey would violate the state constitution.",1380310677,86,163,981,2013-09-28 01:07:57,status,mobile_status_update
"AMC's ""Breaking Bad"" airs its finale on Sunday. Will it meet audience expectations? http://on.wsj.com/1h9bWoU

WSJ readers weigh in on how they think the show will end: http://on.wsj.com/19MjFFp

How should “Breaking Bad” end?

Credit: AMC",1380310397,104,272,1098,2013-09-28 01:03:17,photo,added_photos
online.wsj.com,1380307586,14,47,223,2013-09-28 00:16:26,link,shared_story
"Relief for the chronic misspellers: Facebook now allows users to edit published posts. http://on.wsj.com/1avNXyk

To edit a post, a user just needs to tap on the down arrow on the upper-right hand corner of a post, select “Edit Post” and revise their text. 

What other changes or modifications would you like to see Facebook implement?",1380303984,171,474,1247,2013-09-27 23:16:24,status,mobile_status_update
"In 1987, about 40% of Major League Baseball players had mustaches. It's only 0.4% today. http://on.wsj.com/15ZDxY8

What's your preferred type of facial hair?",1380298828,73,158,369,2013-09-27 21:50:28,photo,added_photos
"Applications to Wharton's M.B.A. program have declined 12% in the past four years. It now gets fewer applicants than Stanford's business school, which has a class half the size. http://on.wsj.com/1eMCMXd

Which business school do you think is No. 1? Why?",1380294607,56,285,654,2013-09-27 20:40:07,photo,added_photos
"Computer-controlled cars are coming closer to being a reality: http://on.wsj.com/188K9CZ

The question isn't ""if"" but ""how"" technology will allow humans to take a back seat to the computer, says WSJ's Dan Neil.

Would you drive a ""driverless"" car?

Credit: Illustration by Matt Dartford for The Wall Street Journal",1380289124,169,510,1366,2013-09-27 19:08:44,photo,added_photos
"Congress's is on a rocky path to a government shutdown: http://on.wsj.com/188tRdt

Speaker John Boehner said the House wouldn't accept the spending plan likely to emerge from the Senate.

What do you think Congress should do to avoid a shutdown?

Credit: Reuters",1380284374,181,83,291,2013-09-27 17:49:34,photo,added_photos
"Firms including Samsung and Intel are flocking to Vietnam as shipments there of smartphones and computer parts begin to overtake exports of coffee, garments and shrimp. http://on.wsj.com/176yqoZ

Could Vietnam be Asia’s next tech hub?",1380274201,38,325,542,2013-09-27 15:00:01,photo,added_photos
"Surgeons in China’s Fujian province will replace this man’s original nose that was infected after an accident, with the one being grown on his forehead. http://bit.ly/1bbBQrh

Credit: Reuters",1380263753,533,2567,2872,2013-09-27 12:05:53,photo,added_photos
"The battle to be president of the Delhi Gymkhana Club, whose members include India’s upper crust, is raising a hullabaloo. http://on.wsj.com/19L6YdO

There are claims of “defamatory” statements, “dirty tricks” and courting votes with cocktails. What do you think about the tactics being used to win? 

Credit: Junho Kim",1380253879,59,66,321,2013-09-27 09:21:19,photo,added_photos
"Children as young as 4 years old are learning to become gourmet chefs and prepare dishes like garlic aioli and yellow squash soufflé. http://on.wsj.com/16MA1Nn

This includes Sarah Lane, 9, who will debut on Fox's ""MasterChef Junior,"" alongside Chef Gordon Ramsay. 

Credit: Sam Comen for The WSJ",1380227048,89,393,1555,2013-09-27 01:54:08,photo,added_photos
"Students are no longer showing up for college football games: http://on.wsj.com/1frPxrf

At the University of Georgia, for example, students left empty 39% of their designated sections over the last 4 seasons.

How would you get students back to the games?

Credit: David Walter Banks for The Wall Street Journal",1380221920,312,211,455,2013-09-27 00:28:40,photo,added_photos
"A new California law gives minors more power to remove personal data they have shared online. http://on.wsj.com/1eJUJFG
 
The so-called “online eraser” bill gives teens either the right to take down videos, pictures, recordings and comments they posted online themselves or web sites must set up a way for them to request it be removed.

Should this kind of law exist in more states?",1380214723,135,286,1442,2013-09-26 22:28:43,status,mobile_status_update
"The top 10 most innovative companies to work for, according to a Boston Consulting Group survey: http://on.wsj.com/1beRVje

1. Apple
2. Samsung
3. Google
4. Microsoft
5. Toyota
6. IBM
7. Amazon
8. Ford
9. BMW
10. General Electric

Would you like to see your company place more or less emphasis on innovation? Why?",1380210148,422,1967,4707,2013-09-26 21:12:28,status,mobile_status_update
"Researchers unveiled the first working computer built entirely from carbon nanotube transistors: http://on.wsj.com/1eJKzoz

If perfected, the device would allow a computer to work faster and with about one-tenth the energy, scientists say.",1380203636,57,1264,2022,2013-09-26 19:23:56,photo,added_photos
"U.S. jails have become the largest mental-health treatment facilities in the country:  http://on.wsj.com/1fqpcK5

The country's three biggest jail systems have 11,000 prisoners under treatment on any given day. The 3 largest state-run mental hospitals have 4,000.",1380197719,97,628,630,2013-09-26 17:45:19,photo,added_photos
"Several Chinese moguls have vanished amid a corruption probe, signaling a new round of political infighting. http://on.wsj.com/18rbiA3

Employees and associates of the missing business executives believe Chinese legal authorities and Communist Party investigators are holding them.",1380188401,38,214,377,2013-09-26 15:10:01,photo,added_photos
"First class on Singapore Airlines has gotten even more comfortable. There are 24-inch TVs, dividers for privacy and padded headboards. http://on.wsj.com/1aqANTe

The $150 million makeover also included redesigns for the carrier’s business and economy classes. What’s your favorite airline and why? 

Credit: Michael O'Leary for The Wall Street Journal",1380178798,236,751,3368,2013-09-26 12:29:58,photo,added_photos
"Do you follow yacht racing? This latest race was one of the most astonishing comebacks in sporting history. Oracle Team USA returned from the edge of defeat to win 8 races against New Zealand and retain yachting's greatest trophy. http://on.wsj.com/18XYGo6

Credit: European Photopress Agency",1380158655,117,710,2226,2013-09-26 06:54:15,photo,added_photos
"A 32-year-old man successfully controlled movements of a bionic leg using only his own thoughts. http://on.wsj.com/1dK7woF

Photo: Andrew A. Nelles for The WSJ",1380147523,155,2355,6556,2013-09-26 03:48:43,photo,added_photos
"Growth in the share of women entering science, technology, engineering and math fields has slowed down due to declining interest from women in computer science. http://on.wsj.com/171uaXL

In 2011, women made up 27% of computer occupations, but the number has dropped since 1990 when it was 34%.

How do you think we should bridge the gender gap?",1380143038,218,254,670,2013-09-26 02:33:58,status,mobile_status_update
"J.P. Morgan Chase is discussing an $11 billion settlement for probes related to mortgage-backed securities: http://on.wsj.com/1fnyW7Y

The amount would include $7 billion cash and $4 billion in relief that J.P. Morgan would provide to consumers.",1380138113,57,270,897,2013-09-26 01:11:53,photo,added_photos
"A very unexpected outcome from a major earthquake in Pakistan that killed more than 300 people: The sudden appearance of a small new island off the country's coast. http://on.wsj.com/19FwMYM

Credit: Reuters",1380132493,393,2389,4683,2013-09-25 23:38:13,photo,added_photos
"After decades of going down the drain, American toilet manufacturing is making a comeback. http://on.wsj.com/170JEeE

The toilet turnaround is a microcosm of U.S. manufacturing trends. ""The days of chasing cheap labor around the world are coming to an end."" 

Credit: David Walter Banks for The Wall Street Journal",1380126792,92,345,946,2013-09-25 22:03:12,photo,added_photos
"Those seaweed chips and brown rice crackers aren't that good for you. The rise of ""healthy"" snacks: http://on.wsj.com/16zqng2

These snacks' calorie, fat or sodium profiles can rival or exceed those of pretzels and potato chips. What's your preferred snack?

Credit: F. Martin Ramin/WSJ",1380121529,63,437,659,2013-09-25 20:35:29,photo,added_photos
"Nearly half of eighth-graders aren't able to put three fractions in order by size: http://on.wsj.com/18pqn56

New methods for teaching fractions will rely on number lines, paper models and games that help put fractions in context.

How would you teach kids to understand fractions?",1380117166,189,907,942,2013-09-25 19:22:46,photo,added_photos
"U.S. officials revealed insurance prices that will be offered through health-care exchanges starting Oct. 1: http://on.wsj.com/15TAqkt

Young buyers likely will pay more than they do currently while older consumers should get a break.",1380114167,197,506,456,2013-09-25 18:32:47,photo,added_photos
"As the U.S. property market rebounds, Chinese property investors are looking beyond New York, L.A. and San Francisco to cities like Seattle, Houston and Boston. http://on.wsj.com/1gYu7O4

What about these cities are drawing investors from China?

Credit: Grand China Fund",1380099828,44,317,585,2013-09-25 14:33:48,photo,added_photos
"Love can be complicated. Ever wanted to study it? One of India’s most prestigious universities is making love part of its curriculum. http://on.wsj.com/16YKskd

The class will teach different forms of love and its interplay with society and culture. Would you sign up?",1380085201,67,178,638,2013-09-25 10:30:01,link,shared_story
"Apple's smartphone market share in China is expected to double from this year to next year.  http://on.wsj.com/1fjAnnO

The rapid growth will be due mainly to Apple’s expected deal with China Mobile, which has 700 million subscribers.

Do you think Apple could eventually overtake the market share of leaders Samsung and Lenovo in China?

Credit: Bloomberg",1380073049,51,141,570,2013-09-25 07:07:29,photo,added_photos
"The ratio of pay for a former J.C. Penney CEO to a former cashier at the store was 1,795 to 1. http://on.wsj.com/1eEUyvb

What do you think is a fair CEO to employee pay ratio?",1380058097,481,227,595,2013-09-25 02:58:17,status,mobile_status_update
"Burger King is rolling out lower-fat, lower-calorie fries called ""Satisfries"":  http://on.wsj.com/19x3HA9",1380052609,155,325,1206,2013-09-25 01:26:49,photo,added_photos
"A lack of competitiveness among younger runners is turning some races into parades: http://on.wsj.com/18nJOez

""There's not as many super-competitive athletes today as when the baby boomers were in their 20s and 30s,"" says a spokesman for Running USA.

Do you think there's a generational difference between marathon runners?

Credit: European Pressphoto Agency",1380048574,146,314,803,2013-09-25 00:19:34,photo,added_photos
"The median number of applications for full-time M.B.A. programs rose by nearly 12% for this year. http://on.wsj.com/19wMGWG

Is going to business school a good investment?",1380044376,203,275,1121,2013-09-24 23:09:36,status,mobile_status_update
"After a fall, people often say they tripped or slipped. But tripping causes just 1 out of 5 falls. The science of maintaining balance: http://on.wsj.com/19AP39D",1380036974,59,829,967,2013-09-24 21:06:14,photo,added_photos
"People who help friends while expecting nothing in return are happier, new research shows. But tension can arise when one friend keeps giving and the other rarely returns the favor.

What's your philosophy about helping others?",1380032439,211,1521,3653,2013-09-24 19:50:39,link,shared_story
"Plenty has changed since the days of ""Not in front of the children."" Arguing in the open can actually be healthy for parents and kids: http://on.wsj.com/1fxRBeP

Should parents fight in front of their children or should it always be in private?",1380026578,109,1428,1797,2013-09-24 18:12:58,photo,added_photos
"The number of people caught illegally entering the U.S. is up for a second straight year, according to federal data. http://on.wsj.com/1b90Xyk

The numbers are still far below the peak, from 1980 to 2005, when the Border Patrol averaged more than one million apprehensions a year.",1380023929,52,229,434,2013-09-24 17:28:49,photo,added_photos
"Apple sold 9 million iPhones over its debut weekend, beating analysts’ expectations. http://on.wsj.com/15og0l7

However, assessing demand for the phones is difficult because more countries are involved this year, including China, which is a huge smartphone market. 

Credit: Bloomberg",1380015001,52,210,868,2013-09-24 15:00:01,photo,added_photos
"Robots could supplant workers in China as pay soars and people age. http://on.wsj.com/1fwBUEN

Machines in the pipeline include high-end humanoid robots with vision, touch and even learning capabilities.

What do you think about China’s automation shift? 

Credit: Neil Wade for The Wall Street Journal",1380002401,56,223,444,2013-09-24 11:30:01,photo,added_photos
"The wife, center, of one of the men sentenced to death in India’s gang-rape case expects to be cast out by her in-laws and face destitution—not because she is married to a convicted murderer, but because she is a woman without a husband. Her story: http://on.wsj.com/17YsrlB

Credit: Junho Kim/The Wall Street Journal",1379995702,152,513,826,2013-09-24 09:38:22,photo,added_photos
"Fourteen states and Washington D.C. are running their own health insurance exchanges, while the other 36 are entrusting exchanges to the federal government. http://on.wsj.com/19uxw4m

What do you think of the state-by-state differences?",1379972112,62,194,332,2013-09-24 03:05:12,photo,added_photos
"Who drives electric cars? A close-up look at a small but fast-growing group of Americans: http://on.wsj.com/1aiLN5e

Are electric cars the future of the automotive industry? Would you buy one?",1379964211,111,613,913,2013-09-24 00:53:31,photo,added_photos
"BlackBerry has agreed to be acquired by a group led by Fairfax Financial Holdings for about $4.7 billion. http://on.wsj.com/15mu4Gx

Fairfax is one of BlackBerry's most prominent investors, owning 10% of BlackBerry's shares. The deal calls for BlackBerry shareholders to receive $9 a share.

What are your predictions for what's next for BlackBerry?",1379959596,109,557,906,2013-09-23 23:36:36,photo,added_photos
"Is a smartphone a dumb idea for kids? Some guidelines for when - and if - you decide to get a phone for your children: http://on.wsj.com/15Pky2i

At what age do you think it's appropriate to have a cell phone?",1379955790,35,200,324,2013-09-23 22:33:10,photo,added_photos
"Hedge funds and other investors are using Freedom of Information Act requests to obtain nonpublic information from the FDA and other agencies. http://on.wsj.com/1aihyeB

Investors say they rarely make trades solely based on information obtained through the open-records law, but that such material helps them to piece together investment strategies. 

What do you think of this tactic? Does it create an unfair advantage?",1379951719,38,229,446,2013-09-23 21:25:19,photo,added_photos
blogs.wsj.com,1379950661,20,36,273,2013-09-23 21:07:41,link,shared_story
